,Network,Show,date,Duration,Broadcast Week,Day Of Week,Hour Of Day,brand_id,favs,rtcount,twitter_polarity,twitter_subjectivity,youtube_polarity,youtube_subjectivity
2341,FYI,Duck Dynasty,2018-04-22,15,16,7,23,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2342,FYI,Duck Dynasty,2018-04-22,15,16,7,23,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2343,FYI,Duck Dynasty,2018-04-22,15,16,7,21,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2344,FYI,Duck Dynasty,2018-04-22,15,16,7,20,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2345,FYI,Duck Dynasty,2018-04-22,15,16,7,20,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2346,DIY Network,Barnwood Builders,2018-04-22,15,16,7,23,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2347,DIY Network,Barnwood Builders,2018-04-22,15,16,7,22,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2348,DIY Network,Barnwood Builders,2018-04-22,15,16,7,21,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2349,History Channel,American Pickers,2018-04-22,15,16,7,20,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2350,History Channel,American Pickers,2018-04-22,15,16,7,21,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2351,History Channel,American Pickers,2018-04-22,15,16,7,22,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2352,History Channel,American Pickers,2018-04-22,15,16,7,22,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2353,Travel Channel,Bizarre Foods With Andrew Zimmern,2018-04-22,15,16,7,14,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2354,Travel Channel,Bizarre Foods With Andrew Zimmern,2018-04-22,15,16,7,13,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2355,Travel Channel,Food Paradise,2018-04-22,15,16,7,18,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2356,Travel Channel,Food Paradise,2018-04-22,15,16,7,17,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2357,Travel Channel,Food Paradise,2018-04-22,15,16,7,17,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2358,Travel Channel,Food Paradise,2018-04-22,15,16,7,16,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2359,Travel Channel,Food Paradise,2018-04-22,15,16,7,16,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2360,Travel Channel,Food Paradise,2018-04-22,15,16,7,19,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2361,Travel Channel,Food Paradise,2018-04-22,15,16,7,19,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2362,Travel Channel,National Parks Top 10,2018-04-22,15,16,7,12,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2363,FYI,Parking Wars,2018-04-22,15,16,7,0,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2364,FYI,Parking Wars,2018-04-22,15,16,7,2,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2365,FYI,Parking Wars,2018-04-22,15,16,7,0,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2366,FYI,Parking Wars,2018-04-22,15,16,7,2,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2367,FYI,Parking Wars,2018-04-22,15,16,7,1,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2368,truTV,Impractical Jokers,2018-04-22,15,16,7,3,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2369,truTV,Comedy Knockout,2018-04-22,15,16,7,1,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2370,DIY Network,First Time Flippers,2018-04-22,15,16,7,0,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2371,DIY Network,First Time Flippers,2018-04-22,15,16,7,0,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2372,DIY Network,Buyers Bootcamp With Scott McGillivray,2018-04-22,15,16,7,1,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2373,DIY Network,Buyers Bootcamp With Scott McGillivray,2018-04-22,15,16,7,2,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2374,USA Network,Law & Order: Special Victims Unit,2018-04-22,15,16,7,11,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2375,USA Network,Law & Order: Special Victims Unit,2018-04-22,15,16,7,13,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2376,USA Network,Law & Order: Special Victims Unit,2018-04-22,15,16,7,14,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2377,USA Network,Law & Order: Special Victims Unit,2018-04-22,15,16,7,15,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2378,USA Network,Law & Order: Special Victims Unit,2018-04-22,15,16,7,15,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2379,USA Network,Law & Order: Special Victims Unit,2018-04-22,15,16,7,17,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2380,Discovery Channel,Naked and Afraid,2018-04-22,15,16,7,10,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2381,Discovery Channel,Naked and Afraid,2018-04-22,15,16,7,10,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2382,Discovery Channel,Naked and Afraid,2018-04-22,15,16,7,10,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2383,AMC,Fear the Walking Dead,2018-04-22,15,16,7,11,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2384,AMC,Fear the Walking Dead,2018-04-22,15,16,7,13,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2385,AMC,Fear the Walking Dead,2018-04-22,15,16,7,17,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2386,AMC,Fear the Walking Dead,2018-04-22,15,16,7,18,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2387,AMC,Fear the Walking Dead,2018-04-22,15,16,7,19,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2388,HGTV,Fixer Upper,2018-04-22,15,16,7,12,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2389,HGTV,Fixer Upper,2018-04-22,15,16,7,12,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2390,TBS,The Big Bang Theory,2018-04-22,15,16,7,19,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2391,TBS,Drop the Mic,2018-04-22,15,16,7,0,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2392,Paramount Network,Bar Rescue,2018-04-22,15,16,7,13,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2393,Paramount Network,Bar Rescue,2018-04-22,15,16,7,13,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2394,Paramount Network,Bar Rescue,2018-04-22,15,16,7,3,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2395,Paramount Network,Bar Rescue,2018-04-22,15,16,7,3,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2396,Paramount Network,Bar Rescue,2018-04-22,15,16,7,16,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2397,Paramount Network,It Was Him: The Many Murders of Ed Edwards,2018-04-22,15,16,7,11,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2398,Paramount Network,It Was Him: The Many Murders of Ed Edwards,2018-04-22,15,16,7,11,tripadvisor,53.4,5.0,0.2929166666666667,0.5962500000000001,,
2399,USA Network,Captain America: The First Avenger,2018-04-07,15,14,6,20,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2400,USA Network,Captain America: The First Avenger,2018-04-07,15,14,6,20,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2401,History Channel,The Curse of Civil War Gold: Diving Deeper,2018-04-07,15,14,6,20,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2402,HGTV,Property Brothers,2018-04-07,15,14,6,16,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2403,AMC,The Rifleman,2018-04-07,15,14,6,10,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2404,AMC,The Cowboys,2018-04-07,15,14,6,12,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2405,AMC,The Cowboys,2018-04-07,15,14,6,13,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2406,AMC,Braveheart,2018-04-07,15,14,6,18,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2407,AMC,Open Range,2018-04-07,15,14,6,19,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2408,Paramount Network,Happy Gilmore,2018-04-07,15,14,6,11,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2409,A&E,Live PD,2018-04-07,15,14,6,18,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2410,A&E,Live PD,2018-04-07,15,14,6,19,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2411,A&E,Live PD: Rewind,2018-04-07,15,14,6,15,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2412,A&E,Live PD: Rewind,2018-04-07,15,14,6,16,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2413,A&E,Live PD: Rewind,2018-04-07,15,14,6,16,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2414,A&E,Marcia Clark Investigates The First 48,2018-04-07,15,14,6,13,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2415,TBS,Seinfeld,2018-04-07,15,14,6,19,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2416,USA Network,National Treasure,2018-04-07,15,14,6,19,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2417,MSNBC,The Rachel Maddow Show,2018-04-07,15,14,6,19,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2418,FOX News Channel,America's News Headquarters,2018-04-07,15,14,6,14,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2419,Travel Channel,Food Paradise,2018-04-07,15,14,6,14,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2420,Travel Channel,The Zimmern List,2018-04-07,15,14,6,13,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2421,Travel Channel,The Zimmern List,2018-04-07,15,14,6,13,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2422,History Channel,Roanoke: Search for the Lost Colony,2018-04-07,15,14,6,15,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2423,History Channel,Roanoke: Search for the Lost Colony,2018-04-07,15,14,6,16,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2424,History Channel,Roanoke: Search for the Lost Colony,2018-04-07,15,14,6,16,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2425,History Channel,Return to Roanoke: Search for the Seven,2018-04-07,15,14,6,17,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2426,FYI,Parking Wars,2018-04-07,15,14,6,23,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2427,FYI,Parking Wars,2018-04-07,15,14,6,21,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2428,MSNBC,Hardball With Chris Matthews,2018-04-07,15,14,6,23,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2429,MSNBC,The Last Word With Lawrence O'Donnell,2018-04-07,15,14,6,20,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2430,MSNBC,The 11th Hour With Brian Williams,2018-04-07,15,14,6,21,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2431,A&E,Live PD,2018-04-07,15,14,6,23,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2432,A&E,Live PD: Rewind,2018-04-07,15,14,6,20,tripadvisor,34.166666666666664,14.0,-0.012500000000000011,0.4138888888888889,,
2433,truTV,Impractical Jokers,2018-04-27,15,17,5,0,tripadvisor,64.75,17.75,0.28125,0.15,,
2434,truTV,Impractical Jokers,2018-04-27,15,17,5,2,tripadvisor,64.75,17.75,0.28125,0.15,,
2435,HGTV,House Hunters International,2018-04-27,15,17,5,1,tripadvisor,64.75,17.75,0.28125,0.15,,
2436,HGTV,Flip or Flop Vegas,2018-04-27,15,17,5,0,tripadvisor,64.75,17.75,0.28125,0.15,,
2437,FYI,Storage Wars,2018-04-27,15,17,5,2,tripadvisor,64.75,17.75,0.28125,0.15,,
2438,FYI,Storage Wars,2018-04-27,15,17,5,2,tripadvisor,64.75,17.75,0.28125,0.15,,
2439,FOX News Channel,The Five,2018-04-27,15,17,5,17,tripadvisor,64.75,17.75,0.28125,0.15,,
2440,DIY Network,"Tiny House, Big Living",2018-04-27,15,17,5,3,tripadvisor,64.75,17.75,0.28125,0.15,,
2441,NBC,Today With Kathie Lee & Hoda,2018-04-27,15,17,5,10,tripadvisor,64.75,17.75,0.28125,0.15,,
2442,A&E,Marcia Clark Investigates The First 48,2018-04-27,15,17,5,2,tripadvisor,64.75,17.75,0.28125,0.15,,
2443,FYI,Parking Wars,2018-04-21,15,16,6,20,tripadvisor,20.5,2.5,0.0375,0.19375,,
2444,FYI,Parking Wars,2018-04-21,15,16,6,22,tripadvisor,20.5,2.5,0.0375,0.19375,,
2445,FYI,Parking Wars,2018-04-21,15,16,6,20,tripadvisor,20.5,2.5,0.0375,0.19375,,
2446,FYI,Parking Wars,2018-04-21,15,16,6,22,tripadvisor,20.5,2.5,0.0375,0.19375,,
2447,FYI,Parking Wars,2018-04-21,15,16,6,21,tripadvisor,20.5,2.5,0.0375,0.19375,,
2448,FYI,Parking Wars,2018-04-21,15,16,6,21,tripadvisor,20.5,2.5,0.0375,0.19375,,
2449,truTV,Impractical Jokers,2018-04-21,15,16,6,22,tripadvisor,20.5,2.5,0.0375,0.19375,,
2450,truTV,Impractical Jokers,2018-04-21,15,16,6,20,tripadvisor,20.5,2.5,0.0375,0.19375,,
2451,DIY Network,First Time Flippers,2018-04-21,15,16,6,21,tripadvisor,20.5,2.5,0.0375,0.19375,,
2452,DIY Network,Buyers Bootcamp With Scott McGillivray,2018-04-21,15,16,6,22,tripadvisor,20.5,2.5,0.0375,0.19375,,
2453,DIY Network,Buyers Bootcamp With Scott McGillivray,2018-04-21,15,16,6,23,tripadvisor,20.5,2.5,0.0375,0.19375,,
2454,AMC,Escape Plan,2018-04-21,15,16,6,23,tripadvisor,20.5,2.5,0.0375,0.19375,,
2455,TBS,The Big Bang Theory,2018-04-21,15,16,6,21,tripadvisor,20.5,2.5,0.0375,0.19375,,
2456,TBS,The Big Bang Theory,2018-04-21,15,16,6,21,tripadvisor,20.5,2.5,0.0375,0.19375,,
2457,Paramount Network,Raiders of the Lost Ark,2018-04-21,15,16,6,20,tripadvisor,20.5,2.5,0.0375,0.19375,,
2458,Paramount Network,Indiana Jones and the Last Crusade,2018-04-21,15,16,6,21,tripadvisor,20.5,2.5,0.0375,0.19375,,
2459,TBS,Seinfeld,2018-04-21,15,16,6,19,tripadvisor,20.5,2.5,0.0375,0.19375,,
2460,A&E,Live PD,2018-04-21,15,16,6,14,tripadvisor,20.5,2.5,0.0375,0.19375,,
2461,A&E,Live PD,2018-04-21,15,16,6,16,tripadvisor,20.5,2.5,0.0375,0.19375,,
2462,A&E,Flip Wars,2018-04-21,15,16,6,13,tripadvisor,20.5,2.5,0.0375,0.19375,,
2463,A&E,Flip Wars,2018-04-21,15,16,6,12,tripadvisor,20.5,2.5,0.0375,0.19375,,
2464,HGTV,Fixer Upper,2018-04-21,15,16,6,9,tripadvisor,20.5,2.5,0.0375,0.19375,,
2465,HGTV,Flipping Virgins,2018-04-21,15,16,6,12,tripadvisor,20.5,2.5,0.0375,0.19375,,
2466,USA Network,Monster-in-Law,2018-04-21,15,16,6,11,tripadvisor,20.5,2.5,0.0375,0.19375,,
2467,USA Network,Bridesmaids,2018-04-21,15,16,6,14,tripadvisor,20.5,2.5,0.0375,0.19375,,
2468,USA Network,Bridesmaids,2018-04-21,15,16,6,15,tripadvisor,20.5,2.5,0.0375,0.19375,,
2469,Paramount Network,Indiana Jones and the Temple of Doom,2018-04-21,15,16,6,12,tripadvisor,20.5,2.5,0.0375,0.19375,,
2470,Paramount Network,Indiana Jones and the Temple of Doom,2018-04-21,15,16,6,13,tripadvisor,20.5,2.5,0.0375,0.19375,,
2471,Paramount Network,Indiana Jones and the Temple of Doom,2018-04-21,15,16,6,13,tripadvisor,20.5,2.5,0.0375,0.19375,,
2472,Paramount Network,Indiana Jones and the Kingdom of the Crystal Skull,2018-04-21,15,16,6,11,tripadvisor,20.5,2.5,0.0375,0.19375,,
2473,Paramount Network,Indiana Jones and the Kingdom of the Crystal Skull,2018-04-21,15,16,6,11,tripadvisor,20.5,2.5,0.0375,0.19375,,
2474,Travel Channel,Food Paradise,2018-04-21,15,16,6,14,tripadvisor,20.5,2.5,0.0375,0.19375,,
2475,Travel Channel,Food Paradise,2018-04-21,15,16,6,15,tripadvisor,20.5,2.5,0.0375,0.19375,,
2476,Travel Channel,Food Paradise,2018-04-21,15,16,6,15,tripadvisor,20.5,2.5,0.0375,0.19375,,
2477,Travel Channel,Bizarre Foods: Delicious Destinations,2018-04-21,15,16,6,12,tripadvisor,20.5,2.5,0.0375,0.19375,,
2478,Travel Channel,The Zimmern List,2018-04-21,15,16,6,13,tripadvisor,20.5,2.5,0.0375,0.19375,,
2479,Travel Channel,The Zimmern List,2018-04-21,15,16,6,13,tripadvisor,20.5,2.5,0.0375,0.19375,,
2480,Travel Channel,"Eat, Drink, Haggle",2018-04-21,15,16,6,14,tripadvisor,20.5,2.5,0.0375,0.19375,,
2481,History Channel,Pawn Stars,2018-04-21,15,16,6,19,tripadvisor,20.5,2.5,0.0375,0.19375,,
2482,TNT,Red 2,2018-04-28,15,17,6,15,tripadvisor,99.0,46.0,1.0,0.3,,
2483,TNT,Red 2,2018-04-28,15,17,6,15,tripadvisor,99.0,46.0,1.0,0.3,,
2484,FOX News Channel,FOX and Friends Saturday,2018-04-28,15,17,6,9,tripadvisor,99.0,46.0,1.0,0.3,,
2485,HGTV,House Hunters,2018-04-28,15,17,6,15,tripadvisor,99.0,46.0,1.0,0.3,,
2486,HGTV,Fixer Upper,2018-04-28,15,17,6,19,tripadvisor,99.0,46.0,1.0,0.3,,
2487,HGTV,Fixer Upper,2018-04-28,15,17,6,18,tripadvisor,99.0,46.0,1.0,0.3,,
2488,HGTV,Fixer Upper,2018-04-28,15,17,6,13,tripadvisor,99.0,46.0,1.0,0.3,,
2489,HGTV,Cutting Edge Reno,2018-04-28,15,17,6,14,tripadvisor,99.0,46.0,1.0,0.3,,
2490,USA Network,Chicago P.D.,2018-04-28,15,17,6,10,tripadvisor,99.0,46.0,1.0,0.3,,
2491,USA Network,Chicago P.D.,2018-04-28,15,17,6,11,tripadvisor,99.0,46.0,1.0,0.3,,
2492,USA Network,Chicago P.D.,2018-04-28,15,17,6,12,tripadvisor,99.0,46.0,1.0,0.3,,
2493,History Channel,Ancient Aliens,2018-04-28,15,17,6,18,tripadvisor,99.0,46.0,1.0,0.3,,
2494,History Channel,Forged in Fire: Knife or Death,2018-04-28,15,17,6,12,tripadvisor,99.0,46.0,1.0,0.3,,
2495,A&E,Live PD,2018-04-28,15,17,6,19,tripadvisor,99.0,46.0,1.0,0.3,,
2496,A&E,Live PD,2018-04-28,15,17,6,19,tripadvisor,99.0,46.0,1.0,0.3,,
2497,A&E,Flip Wars,2018-04-28,15,17,6,13,tripadvisor,99.0,46.0,1.0,0.3,,
2498,A&E,Flip Wars,2018-04-28,15,17,6,12,tripadvisor,99.0,46.0,1.0,0.3,,
2499,AMC,The Rifleman,2018-04-28,15,17,6,11,tripadvisor,99.0,46.0,1.0,0.3,,
2500,AMC,A Bronx Tale,2018-04-28,15,17,6,13,tripadvisor,99.0,46.0,1.0,0.3,,
2501,AMC,A Bronx Tale,2018-04-28,15,17,6,14,tripadvisor,99.0,46.0,1.0,0.3,,
2502,Paramount Network,Bar Rescue,2018-04-28,15,17,6,9,tripadvisor,99.0,46.0,1.0,0.3,,
2503,Paramount Network,The Expendables,2018-04-28,15,17,6,14,tripadvisor,99.0,46.0,1.0,0.3,,
2504,Paramount Network,The Expendables 2,2018-04-28,15,17,6,16,tripadvisor,99.0,46.0,1.0,0.3,,
2505,Paramount Network,The Expendables 3,2018-04-28,15,17,6,11,tripadvisor,99.0,46.0,1.0,0.3,,
2506,Paramount Network,The Expendables 3,2018-04-28,15,17,6,12,tripadvisor,99.0,46.0,1.0,0.3,,
2507,TBS,Friends,2018-04-28,15,17,6,15,tripadvisor,99.0,46.0,1.0,0.3,,
2508,TBS,Friends,2018-04-28,15,17,6,17,tripadvisor,99.0,46.0,1.0,0.3,,
2509,truTV,Impractical Jokers,2018-04-28,15,17,6,21,tripadvisor,99.0,46.0,1.0,0.3,,
2510,FYI,Parking Wars,2018-04-28,15,17,6,21,tripadvisor,99.0,46.0,1.0,0.3,,
2511,FYI,Parking Wars,2018-04-28,15,17,6,20,tripadvisor,99.0,46.0,1.0,0.3,,
2512,FYI,Parking Wars,2018-04-28,15,17,6,22,tripadvisor,99.0,46.0,1.0,0.3,,
2513,DIY Network,First Time Flippers,2018-04-28,15,17,6,20,tripadvisor,99.0,46.0,1.0,0.3,,
2514,A&E,Live PD,2018-04-28,15,17,6,21,tripadvisor,99.0,46.0,1.0,0.3,,
2515,A&E,Live PD,2018-04-28,15,17,6,23,tripadvisor,99.0,46.0,1.0,0.3,,
2516,FYI,Parking Wars,2018-04-01,15,13,7,0,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2517,FYI,Parking Wars,2018-04-01,15,13,7,3,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2518,FYI,Parking Wars,2018-04-01,15,13,7,2,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2519,History Channel,Truck Night in America,2018-04-01,15,13,7,0,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2520,A&E,Live PD,2018-04-01,15,13,7,1,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2521,A&E,Live PD,2018-04-01,15,13,7,2,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2522,USA Network,Law & Order: Criminal Intent,2018-04-01,15,13,7,2,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2523,USA Network,Law & Order: Criminal Intent,2018-04-01,15,13,7,2,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2524,USA Network,Law & Order: Criminal Intent,2018-04-01,15,13,7,2,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2525,USA Network,Law & Order: Criminal Intent,2018-04-01,15,13,7,2,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2526,USA Network,American Ninja Warrior: Ninja vs. Ninja,2018-04-01,15,13,7,0,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2527,truTV,Impractical Jokers,2018-04-01,15,13,7,2,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2528,TNT,Red Eye,2018-04-01,15,13,7,1,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2529,TNT,Red Eye,2018-04-01,15,13,7,2,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2530,Travel Channel,Ghost Adventures,2018-04-01,15,13,7,1,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2531,Travel Channel,Ghost Adventures,2018-04-01,15,13,7,3,tripadvisor,217.8448275862069,119.39655172413794,0.04971948549534756,0.07195539135194308,,
2532,ESPN,Basketball,2018-07-22,15,29,7,14,tripadvisor,14.25,4.5,0.1590909090909091,0.4636363636363636,,
2533,ESPN,International Champions Cup Soccer,2018-07-22,15,29,7,17,tripadvisor,14.25,4.5,0.1590909090909091,0.4636363636363636,,
2534,ESPN,SportsCenter,2018-07-22,15,29,7,1,tripadvisor,14.25,4.5,0.1590909090909091,0.4636363636363636,,
2535,ESPN,SportsCenter,2018-07-22,15,29,7,18,tripadvisor,14.25,4.5,0.1590909090909091,0.4636363636363636,,
2536,ESPN,SportsCenter,2018-07-22,15,29,7,23,tripadvisor,14.25,4.5,0.1590909090909091,0.4636363636363636,,
2537,Comedy Central,That '70s Show,2018-07-02,15,27,1,15,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2538,Comedy Central,Futurama,2018-07-02,15,27,1,9,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2539,USA Network,NCIS,2018-07-02,15,27,1,12,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2540,USA Network,NCIS,2018-07-02,15,27,1,16,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2541,USA Network,NCIS,2018-07-02,15,27,1,10,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2542,USA Network,NCIS,2018-07-02,15,27,1,17,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2543,USA Network,NCIS,2018-07-02,15,27,1,17,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2544,USA Network,NCIS,2018-07-02,15,27,1,9,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2545,USA Network,Modern Family,2018-07-02,15,27,1,18,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2546,USA Network,Modern Family,2018-07-02,15,27,1,19,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2547,USA Network,Modern Family,2018-07-02,15,27,1,19,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2548,MSNBC,Lockup: San Antonio- Extended Stay,2018-07-02,15,27,1,1,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2549,Bloomberg Business Television,What'd You Miss?,2018-07-02,15,27,1,15,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2550,Bloomberg Business Television,What'd You Miss?,2018-07-02,15,27,1,15,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
2551,Bloomberg Business Television,What'd You Miss?,2018-07-02,15,27,1,16,tripadvisor,108.0,32.625,0.26666666666666666,0.515625,0.0,0.0
